"","subj","gender","mem_pre","vis_pre","gdp_pre","cal_pre","mem_post","vis_post","gdp_post","cal_post","avg_pre","avg_post","mem_acc","mem_conf","mem_rt","vis_acc","vis_conf","vis_rt","gdp_acc","gdp_conf","gdp_rt","cal_acc","cal_conf","cal_rt","avg_acc","avg_conf","avg_rt"
"162",165,"Feminin",80,70,60,70,60,70,20,50,70,50,0.79,5.48241206030151,1.40582698049996,0.735,6.3,0.665140347000042,0.684210526315789,3.74468085106383,2.7615311484211,0.685714285714286,5.59223300970874,2.21907476095237,0.723731203007519,5.27983148026852,1.76289330921837
"163",166,"Masculin",90,95,80,80,65,65,80,80,86.25,72.5,0.775,4.74242424242424,1.86666858480593,0.695,4.575,1.14319548700001,0.723809523809524,5.92233009708738,1.74086875904755,0.726315789473684,5.76842105263158,3.39799172947366,0.730031328320802,5.2520438480358,2.03718114008179
"164",168,"Feminin",60,75,70,45,35,60,75,65,62.5,58.75,0.75,4.04188481675393,1.9280091409972,0.7,4.97989949748744,1.02474978849999,0.776699029126214,5.19607843137255,2.29177530510585,0.680412371134021,5.15463917525773,2.73095470966676,0.726777850065059,4.84312548021791,1.99387223606745
"165",169,"Masculin",70,70,80,90,60,70,60,70,77.5,65,0.76,3.19597989949749,1.39275703700005,0.705,3.70707070707071,0.93819262400003,0.728155339805825,3.90291262135922,1.6227628728155,0.701030927835051,5.52577319587629,2.17517669484538,0.723546566910219,4.08293410595093,1.53222230716524
"166",170,"Feminin",90,90,50,70,30,10,50,50,75,35,0.77,4.94,1.95444724636817,0.72,3.84422110552764,0.958704330999967,0.69811320754717,4.06603773584906,2.23297120754718,0.734042553191489,6.36170212765957,2.01799993085114,0.730538940184665,4.80299024225907,1.79103067894162
"167",171,"Masculin",75,75,70,60,55,60,51,55,70,55.25,0.63,2.39698492462312,1.564727355,0.71,4.67,1.29570131050001,0.647619047619048,3.36190476190476,4.442161832381,0.715789473684211,4.37894736842105,3.11864012736834,0.675852130325814,3.70195926373723,2.60530765631234
"168",172,"Masculin",85,85,85,50,60,75,70,60,76.25,66.25,0.735,4.41,0.984622115199377,0.755,4.83,0.702153226000059,0.652631578947368,5.87234042553191,1.93173807844347,0.676190476190476,5.96190476190476,1.52123057760424,0.704705513784461,5.26856129685917,1.28493599931179
"169",173,"Feminin",60,40,60,50,85,90,40,60,52.5,68.75,0.83,5.37,1.83807596099996,0.73,4.63636363636364,1.24395491749999,0.670103092783505,4.29166666666667,2.45848236610673,0.679611650485437,5.08823529411765,2.04229402405626,0.727428685817236,4.84656639928699,1.89570181716574
"170",173,"Masculin",80,70,70,60,85,90,40,60,70,68.75,0.83,5.37,1.83807596099996,0.73,4.63636363636364,1.24395491749999,0.670103092783505,4.29166666666667,2.45848236610673,0.679611650485437,5.08823529411765,2.04229402405626,0.727428685817236,4.84656639928699,1.89570181716574
"171",174,"Masculin",40,80,80,90,35,80,65,60,72.5,60,0.775,4.69,1.84892142310926,0.71,4.435,0.71337045899998,0.727272727272727,4.34343434343434,1.98750329287559,0.722772277227723,5.05,1.99866161081084,0.733761251125112,4.62960858585859,1.63711419644892
"172",176,"Feminin",80,60,70,65,45,35,20,25,68.75,31.25,0.835,3.94472361809045,1.9618517778861,0.725,2.665,1.25684079999997,0.704081632653061,2.95918367346939,2.41787552755097,0.696078431372549,3.32352941176471,2.36513207058816,0.740040016006403,3.22310917583114,2.0004250440063
"173",177,"Masculin",40,60,60,60,40,60,60,60,55,55,0.785,4.925,1.90395475024607,0.715,4.235,1.07762991799999,0.64,5.92,2.51487938800003,0.74,5.94,2.47379023300002,0.72,5.255,1.99256357231153
"174",178,"Feminin",60,80,60,80,60,40,50,70,70,55,0.705,4.44,1.66489238914766,0.71,4.735,1.32759588350003,0.714285714285714,5.12244897959184,1.81301747501157,0.715686274509804,5.86274509803922,2.04379015493976,0.71124299719888,5.04004851940776,1.71232397564975
"175",179,"Masculin",80,80,90,80,60,90,30,60,82.5,60,0.775,6.275,1.164322188,0.7,6.13,0.617461712499999,0.759259259259259,6.92592592592593,1.17312909239824,0.695652173913043,6.82608695652174,1.42253862232622,0.732477858293076,6.53925322061192,1.09436290380611
"176",180,"Feminin",20,50,70,70,80,80,60,70,52.5,72.5,0.765,4.77889447236181,1.56119559704561,0.73,4.57,0.801183983499982,0.727272727272727,3.87878787878788,2.88213828107581,0.732673267326733,4.76237623762376,2.51345370109397,0.738736498649865,4.49751464719336,1.93949289067885
"177",181,"Masculin",67,80,90,60,60,75,67,80,74.25,70.5,0.695,5.065,1.60297383900002,0.76,4.505,0.992435487000002,0.7,5.06,2.07617743399997,0.69,5.25,1.83650668800005,0.71125,4.97,1.62702336200001
"178",182,"Masculin",80,75,90,90,50,70,80,70,83.75,67.5,0.695,4.96428571428571,1.86738110366311,0.74,5.275,1.36670599449999,0.72,5.77777777777778,2.66344928699997,0.69,6.37373737373737,2.29678801499999,0.71125,5.59770021645022,2.04858110004077
"179",183,"Feminin",75,85,60,65,40,50,65,50,71.25,51.25,0.82,4.22,1.85163138249999,0.72,3.41116751269036,1.3287410875,0.724489795918367,4.89690721649485,3.47388261836732,0.725490196078431,4.86274509803922,3.83092040490199,0.7474949979992,4.3477049568061,2.62129387331732
"180",184,"Masculin",75,60,55,60,35,75,65,65,62.5,60,0.785,5.085,1.37262360464076,0.695,5.04522613065327,0.690056220500039,0.711538461538462,5.25,1.50370355940709,0.739583333333333,6.07291666666667,1.16910611827511,0.732780448717949,5.36328569932998,1.18387237570575
"181",185,"Feminin",75,85,50,85,50,70,30,40,73.75,47.5,0.78,4.25,1.26466035350001,0.73,4.335,0.444110941999979,0.697916666666667,3.88541666666667,1.61805368935801,0.730769230769231,6.09615384615385,1.63310294824052,0.734671474358974,4.64164262820513,1.23998198327463
"182",186,"Feminin",50,75,60,70,70,45,35,65,63.75,53.75,0.885,4.71859296482412,1.50426428613496,0.73,3.21,1.06070342200001,0.684210526315789,2.70212765957447,2.19268686246853,0.733333333333333,5.14423076923077,2.15219909248492,0.758135964912281,3.94373784840734,1.7274634157721
"183",187,"Masculin",70,70,85,80,60,50,60,55,76.25,56.25,0.68,4.39195979899498,1.48189466250002,0.71,3.23350253807107,0.678737742000006,0.639175257731959,4.83505154639175,1.96398831030927,0.660194174757282,4.49514563106796,2.03570886213595,0.67234235812231,4.23891487863144,1.54008239423631
"184",188,"Masculin",100,100,80,60,20,29,50,60,85,39.75,0.595,3.8643216080402,1.17606371378564,0.735,4.8,0.59507466400001,0.742268041237113,5.52577319587629,2.13199711649485,0.699029126213592,5.90291262135922,1.67855824660192,0.692824291862676,5.02325185631893,1.3954234352206
"185",189,"Feminin",67,10,60,80,50,40,40,40,54.25,42.5,0.74,3.21105527638191,1.53014344164175,0.7,3.42211055276382,0.767937119000023,0.688679245283019,4.62857142857143,1.28525685125894,0.734042553191489,3.96774193548387,1.56816785714294,0.715680449618627,3.80736979830026,1.28787631726091
"186",190,"Feminin",50,70,20,30,60,40,70,80,42.5,62.5,0.755,3.41708542713568,2.00255008365359,0.73,3.62,1.22826562000002,0.702702702702703,3.7027027027027,2.83219835408167,0.707865168539326,5.35955056179775,2.93490605053623,0.723891967810507,4.02483467290903,2.24948002706788
"187",191,"Feminin",80,70,85,85,75,58,78,80,80,72.75,0.845,5.78894472361809,1.55272841949999,0.72,6.65,0.689165838999993,0.752577319587629,6.65591397849462,2.95839246392011,0.679611650485437,6.75490196078431,2.39770578077193,0.749297242518266,6.46244016572426,1.89949812579801
"188",192,"Feminin",68,65,20,70,55,30,15,65,55.75,41.25,0.735,4.35233160621762,1.64985077580934,0.73,3.82914572864322,0.725119641500019,0.703296703296703,3.53846153846154,1.93024658272743,0.715596330275229,5.40740740740741,2.87101087120923,0.720973258392983,4.28183657018244,1.7940569678115
"189",193,"Feminin",80,60,50,50,40,60,40,60,60,50,0.68,5.20603015075377,2.14547514900002,0.74,5.02,1.26088228849998,0.707865168539326,4.89772727272727,2.88418263033713,0.711711711711712,6.12612612612613,2.24937294504504,0.709894220062759,5.31247088740179,2.13497825322054
"190",194,"Masculin",80,60,50,55,60,80,65,75,61.25,70,0.79,4.33502538071066,2.71810818236522,0.75,4.79899497487437,0.992261120999992,0.723404255319149,4.38709677419355,4.19479277765958,0.669811320754717,5.0873786407767,3.45292670377359,0.733303894018467,4.65212394263882,2.8395221961996
"191",195,"Masculin",80,80,65,20,10,40,40,50,61.25,35,0.615,3.80904522613065,2.8485136535,0.725,3.955,0.716543470500017,0.71,4.62244897959184,5.19467618200001,0.73,4.40816326530612,4.27943577199994,0.695,4.19866436775715,3.25979226949999
"192",196,"Masculin",60,70,80,75,55,70,75,75,71.25,68.75,0.675,3.655,1.9594488754245,0.72,3.71356783919598,0.884358392000058,0.715596330275229,5.50943396226415,3.15064399941682,0.714285714285714,5.97701149425287,2.2367635556479,0.706220511140236,4.71375332392825,2.05780370562232
"193",197,"Feminin",60,60,50,60,60,75,50,80,57.5,66.25,0.735,4.02010050251256,1.937167463,0.72,3.66,1.20672837349998,0.655913978494624,4.48387096774194,2.0431444737867,0.710280373831776,5.60747663551402,2.04020555118562,0.7052985880816,4.44286202644213,1.80681146536807
"194",198,"Masculin",60,60,70,70,60,50,70,70,65,62.5,0.825,4.08,1.78178640798017,0.735,3.845,0.837398425499996,0.747368421052632,4.73684210526316,2.31366425611316,0.704761904761905,5.06666666666667,1.74753863082882,0.753032581453634,4.43212719298246,1.67009693010554
"195",199,"Masculin",80,90,80,75,70,69,75,80,81.25,73.5,0.7,5.22110552763819,1.3377448545,0.71,5.595,0.777063816999989,0.754716981132076,5.85849056603774,2.13118563281002,0.723404255319149,6.46808510638298,1.92489382708783,0.722030309112806,5.78567030001473,1.54272203284946
"196",200,"Feminin",60,70,80,70,70,70,70,90,70,75,0.82,4.49246231155779,1.57778151268987,0.7,3.82,1.0174848175,0.649484536082474,4.27835051546392,1.59399695463923,0.70873786407767,6.59223300970874,2.34616804563103,0.719555600040036,4.79576145918261,1.63385783261503
"197",201,"Feminin",80,80,40,40,55,50,40,60,60,51.25,0.715,4.015,1.1577525055,0.7,4.07035175879397,0.680740938999997,0.701030927835051,4.79381443298969,1.93482060103088,0.728155339805825,6.30097087378641,2.73653199223302,0.711046566910219,4.79503426639252,1.62746150944098
"198",202,"Feminin",60,70,50,50,35,45,25,60,57.5,41.25,0.78,4.86,1.6116144985,0.715,5.44,1.193705333,0.673076923076923,5.125,1.89734526826924,0.6875,5.96842105263158,2.284391453125,0.713894230769231,5.3483552631579,1.74676413822356
"199",203,"Masculin",75,70,60,80,75,55,55,60,71.25,61.25,0.85,5.09,2.43576651799998,0.695,3.06,1.01274108450004,0.723809523809524,4.44230769230769,3.72828208956756,0.694736842105263,5.52688172043011,2.82072662098178,0.740886591478697,4.52979735318445,2.49937907826234
"200",204,"Feminin",85,75,50,85,70,30,20,60,73.75,45,0.79,5.305,1.70614433113921,0.72,4.20707070707071,0.766161612000001,0.720930232558139,4.06976744186047,2.2344636026709,0.728070175438597,5.7719298245614,2.72315439514488,0.739750101999184,4.83844199337314,1.85748098523875
"201",205,"Feminin",40,35,25,70,83,56,32,90,42.5,65.25,0.905,5.77,1.34167530799999,0.74,3.535,0.760720478499998,0.706521739130435,3.34782608695652,1.49835364565217,0.722222222222222,5.82407407407407,3.10930102962963,0.768435990338164,4.61922504025765,1.67751261544545
"202",206,"Masculin",80,80,70,50,60,70,85,60,70,68.75,0.845,5.525,1.48591242164066,0.71,4.80402010050251,1.18356728749996,0.702127659574468,5.12765957446809,1.77278289361696,0.69811320754717,6.44339622641509,1.58742604245283,0.738810216780409,5.47501897534642,1.5074221613026
"203",207,"Masculin",80,95,75,60,65,80,70,65,77.5,70,0.67,5.85427135678392,1.95032353699999,0.73,5.75757575757576,1.218105819,0.732673267326733,6.01,3.05141726138611,0.656565656565657,6.32323232323232,3.57935127474746,0.697309730973097,5.986269859398,2.44979947303339
"204",208,"Feminin",75,55,10,35,65,80,10,40,43.75,48.75,0.84,3.915,1.48001962336961,0.71,3.96,1.15936705499998,0.692307692307692,2.18888888888889,2.18390244788602,0.706422018348624,3.92660550458716,1.92601221069317,0.737182427664079,3.49762359836901,1.68732533423719
"205",209,"Masculin",60,75,75,85,55,50,76,65,73.75,61.5,0.865,4.3,1.75084148592662,0.735,2.515,1.13626328650001,0.745283018867924,4.78095238095238,2.4095051431537,0.74468085106383,4.7741935483871,3.15833606356684,0.772490967482939,4.09253648233487,2.11373649478679
"206",210,"Feminin",70,60,50,10,20,50,30,20,47.5,30,0.7,2.775,1.77568872812131,0.725,3.16582914572864,0.798625011000013,0.747368421052632,4.23404255319149,1.69839272489105,0.685714285714286,3.56730769230769,1.59705735330389,0.714520676691729,3.43554484780696,1.46744095432907
"207",211,"Feminin",70,75,70,90,80,70,40,90,76.25,70,0.88,6.16,0.971740587000018,0.72,5.38,0.64155126550002,0.731958762886598,4.29896907216495,1.42654881958761,0.70873786407767,6.41747572815534,1.32247758058256,0.760174156741067,5.56411120008007,1.09057956316755
"208",212,"Feminin",49,31,21,78,56,52,8,89,44.75,51.25,0.75,3.5,2.89158324115013,0.745,3.79396984924623,1.33007583150003,0.717171717171717,1.14141414141414,3.15998061212126,0.722772277227723,5.99,3.67294530594057,0.73373599859986,3.60634599766509,2.763646247678
"209",213,"Masculin",90,60,30,50,90,65,10,20,57.5,46.25,0.94,6.36180904522613,1.39905784799998,0.73,3.80612244897959,1.445839613,0.734042553191489,2.20212765957447,2.06229599042555,0.716981132075472,3.17924528301887,2.57288298584907,0.78025592131674,3.88732610919976,1.87001910931865
"210",214,"Masculin",80,70,60,90,60,85,78,80,75,75.75,0.685,4.79,1.89172976839042,0.725,5.585,0.855250366000041,0.207547169811321,4.80952380952381,1.89082809743581,0.680851063829787,5.51063829787234,2.0656741808582,0.574599558410277,5.17379052684904,1.67587060317112
"211",215,"Feminin",80,80,60,65,90,50,40,39,71.25,54.75,0.88,5.41,1.12085819650002,0.71,3.745,0.999811759499946,0.692307692307692,4.58241758241758,2.50788449419563,0.660550458715596,3.42201834862385,2.41314212835462,0.735714537755822,4.28985898276036,1.76042414463755
"212",216,"Feminin",60,50,40,50,30,60,20,20,50,32.5,0.695,4.37688442211055,2.15013361709199,0.73,2.72,1.03429745049994,0.68,2.87878787878788,2.39104685663354,0.69,4.82828282828283,2.42571930112387,0.69875,3.70098878229531,2.00029930633734
"213",217,"Masculin",50,75,75,50,50,75,65,65,62.5,63.75,0.525,4.075,0.823503385499982,0.73,4.42,0.645146399500024,0.759259259259259,5.38888888888889,2.10148740370369,0.695652173913043,5.26373626373626,1.86500325543477,0.677477858293076,4.78690628815629,1.35878511103462
"214",218,"Masculin",65,75,65,70,65,75,65,75,68.75,70,0.69,4.685,2.2985729029516,0.7,4.89949748743719,0.960958871500041,0.704761904761905,4.43809523809524,2.06147805333328,0.726315789473684,5.45263157894737,2.30356030421051,0.705269423558897,4.86880607611995,1.90614253299886
"215",219,"Feminin",70,60,55,70,60,55,60,70,63.75,61.25,0.87,4.925,1.27064704299997,0.675,4.08040201005025,1.04698335499998,0.724137931034483,4.95402298850575,1.80701415632188,0.690265486725664,5.47321428571429,1.69580839911507,0.739850854440037,4.85815982106757,1.45511323835922
"216",220,"Masculin",60,61,59,50,65,55,75,70,57.5,66.25,0.79,5.46,1.75083386118323,0.71,4.50753768844221,1.07394134299996,0.804347826086957,4.94444444444444,1.70758922821303,0.675925925925926,5.20560747663551,2.4444445641991,0.745068438003221,5.02939740238054,1.74420224914883
"217",221,"Feminin",95,80,50,75,75,65,50,70,75,65,0.805,4.49,1.83702464149999,0.725,4.32,1.15521529000001,0.676190476190476,3.56190476190476,2.65246301824443,0.705263157894737,4.73404255319149,4.11030300647814,0.727863408521303,4.27648682877406,2.43875148905564
"218",222,"Masculin",40,60,60,60,40,50,50,50,55,47.5,0.815,5.35353535353535,2.35454856253158,0.715,3.825,0.997620899499998,0.719626168224299,5.61320754716981,2.40601828949972,0.688172043010753,5.54838709677419,3.27724248485439,0.734449552808763,5.08503249936984,2.25885755909642
"219",223,"Feminin",70,75,75,85,80,65,45,55,76.25,61.25,0.755,4.335,1.72337641999999,0.73,4.03,1.05492749250001,0.702127659574468,3.65217391304348,1.97849036914894,0.707547169811321,4.63207547169811,2.02582813396226,0.723668707346447,4.1623123461854,1.6956556039028
"220",224,"Feminin",55,60,40,60,55,40,25,70,53.75,47.5,0.82,4.69230769230769,1.96857945753334,0.725,4.39,1.03070562050001,0.653465346534653,3.73267326732673,2.75155096831685,0.757575757575758,5.44897959183673,2.68031935656563,0.739010276027603,4.56599013786779,2.10778885072896
"221",225,"Masculin",80,70,75,80,90,70,75,75,76.25,77.5,0.93,5.96984924623116,1.97824776750036,0.75,4.67,0.695903018999088,0.723404255319149,5.13978494623656,3.84035906170299,0.679245283018868,5.28571428571429,3.35391436226283,0.770662384584504,5.2663371195455,2.46710605261632
"222",226,"Feminin",70,80,60,90,60,70,50,70,75,62.5,0.725,4.85427135678392,1.66071867876715,0.705,5.10552763819095,1.03790216900008,0.695238095238095,5.01904761904762,1.97856684207925,0.694736842105263,5.63829787234043,2.91057131042839,0.70499373433584,5.15428612159073,1.89693975006872
"223",227,"Feminin",85,75,70,60,60,70,70,60,72.5,65,0.76,4.065,1.37897034649998,0.71,5.215,0.8976788235,0.691489361702128,4.82795698924731,2.86878434082307,0.707547169811321,4.72641509433962,2.65898465997027,0.717259132878362,4.70859302089673,1.95110454269833
"224",228,"Feminin",60,75,15,70,70,75,30,75,55,62.5,0.785,4.15736040609137,2.31754975045282,0.725,4.63,1.13251015749996,0.725274725274725,4.52747252747253,2.21912288205385,0.697247706422018,5.77064220183486,3.02840143356528,0.733130607924186,4.77136878384969,2.17439605589298
"225",229,"Feminin",60,70,60,50,40,60,20,20,60,35,0.77,3.895,1.57538299000004,0.73,3.64646464646465,1.08951856999996,0.704081632653061,4.02040816326531,2.20252243265305,0.735294117647059,4.64705882352941,2.40544874705888,0.73484393757503,4.05223290831484,1.81821818492798
"226",230,"Feminin",85,80,80,75,20,40,40,45,80,36.25,0.645,3.18,1.72481024750002,0.715,3.175,0.875997380500012,0.703703703703704,3.23364485981308,3.27904904505696,0.673913043478261,4.93258426966292,2.5131408606161,0.684404186795491,3.630307282369,2.09824938341827
"227",231,"Feminin",50,75,75,30,75,80,45,60,57.5,65,0.82,4.885,2.13663004707186,0.715,4.3,1.06283242250007,0.673469387755102,4.37755102040816,3.28621736632652,0.715686274509804,5.56862745098039,2.59319967647058,0.731038915566226,4.78279461784714,2.26971987809226
"228",232,"Feminin",60,70,45,85,40,35,30,70,65,43.75,0.73,3.89,1.92570119439733,0.73,2.51020408163265,0.814053203999574,0.654205607476635,4.23584905660377,1.91903579433269,0.720430107526882,5.40860215053763,2.07149902554601,0.708658928750879,4.01116382219351,1.6825723045689
"229",233,"Feminin",70,90,70,90,75,45,30,80,80,57.5,0.825,4.635,1.27033539850003,0.73,2.1105527638191,0.686854688500462,0.684782608695652,3.67045454545455,2.19776873808271,0.703703703703704,5,2.04119101138618,0.735871578099839,3.85400182731841,1.54903745911735
"230",234,"Feminin",70,70,40,70,60,70,60,60,62.5,62.5,0.795,4.93,2.3929277558806,0.72,4.73869346733668,0.871475056999993,0.71,4.95,2.52831195332012,0.66,4.67,2.86977195412863,0.72125,4.82217336683417,2.16562168008234
"231",235,"Masculin",90,80,60,70,55,70,60,75,75,65,0.525,3.495,0.530248439940506,0.73,3.87437185929648,0.653310886500001,0.71264367816092,4.35632183908046,1.06675630892015,0.699115044247788,4.00884955752212,0.810734791107396,0.666689680602177,3.93363581397477,0.765262606617013
"232",236,"Feminin",75,85,70,75,50,75,25,75,76.25,56.25,0.715,3.87437185929648,1.98907974026879,0.73,4.91,0.804497236499976,0.722772277227723,3.34653465346535,1.95912164455453,0.717171717171717,5.55555555555556,1.98199657979792,0.72123599859986,4.42161551707935,1.6836738002803
"233",237,"Masculin",50,70,40,60,30,75,60,75,55,60,0.62,2.525,1.00739607677596,0.735,4.43718592964824,1.18820725899998,0.673913043478261,4.48913043478261,1.86679536956518,0.722222222222222,5.87962962962963,2.23899051111111,0.687783816425121,4.33273649851512,1.57534730411306
"234",238,"Feminin",75,60,45,60,55,45,5,75,60,45,0.74,3.86,1.42757328763986,0.755,5.355,0.887420146000031,0.637362637362637,2.53846153846154,1.44018018595768,0.770642201834862,5.95412844036697,1.93437121787162,0.725751209799375,4.42689749470713,1.4223862093673
"235",239,"Feminin",80,90,90,100,50,60,60,70,90,60,0.69,4.23618090452261,1.83151293399998,0.725,5.04232804232804,1.25057694500004,0.711340206185567,4.40425531914894,2.17393652545786,0.70873786407767,5.88,2.23232081546254,0.708769517565809,4.8906910664999,1.8720868049801
"236",240,"Masculin",50,70,30,60,60,70,40,60,52.5,57.5,0.73,4.64321608040201,2.23883776435237,0.685,4.1,0.724605721500006,0.724489795918367,4.20408163265306,2.53513932382606,0.705882352941177,5.29411764705882,2.04324199972234,0.711343037214886,4.56035384002847,1.88545620235019
"237",241,"Feminin",70,80,60,95,70,60,60,80,76.25,67.5,0.775,4.66,1.65778976849998,0.755,2.425,1.4212962835,0.721153846153846,4.99038461538461,2.08057556442311,0.739583333333333,6.3125,1.95263970104163,0.747684294871795,4.59697115384615,1.77807532936618
"238",242,"Feminin",70,50,50,70,70,70,40,50,60,57.5,0.85,5.44,1.54893611142401,0.685,5.475,1.31951891099998,0.722772277227723,5.01980198019802,1.65890556534652,0.717171717171717,5.36363636363636,2.15453805454537,0.74373599859986,5.3246095859586,1.67047466057897
"239",243,"Masculin",65,70,60,70,65,70,55,75,66.25,66.25,0.665,4,3.2287415325,0.74,4.55,1.26101959599998,0.715686274509804,3.93939393939394,3.88794367941175,0.724489795918367,4.8,2.94603793061224,0.711294017607043,4.32234848484848,2.83093568463099
"240",244,"Masculin",75,80,90,90,65,60,60,75,83.75,65,0.805,4.13,2.06190908664624,0.715,3.78391959798995,1.10388679350002,0.673469387755102,4.17525773195876,2.96379924339239,0.725490196078431,6.51960784313725,2.22950141250725,0.729739895958383,4.65219629327149,2.08977413401148
"241",245,"Masculin",70,70,80,80,40,50,65,65,75,55,0.63,3.355,1.81202382550004,0.71,4.06,1.0159314865,0.715909090909091,5.57471264367816,2.33115963230496,0.678571428571429,5.38181818181818,3.49183998050089,0.68362012987013,4.59288270637409,2.16273873120147
"242",246,"Masculin",60,90,70,90,90,50,70,20,77.5,57.5,0.875,5.53266331658291,1.74531283742911,0.695,3.5,1.06406500699999,0.74468085106383,4.36559139784946,2.12498787272646,0.632075471698113,4.36792452830189,2.28397420367382,0.736689080690486,4.44154481068357,1.80458498020735
