"","subject","modality","accuracy","mean(confidence, na.rm = T)"
"1311",169,"vision",0,3.33898305084746
"1312",169,"vision",1,3.86330935251799
"1313",170,"Calories",0,5.68
"1314",170,"Calories",1,6.60869565217391
"1315",170,"GDP",0,3.28125
"1316",170,"GDP",1,4.40540540540541
"1317",170,"memory",0,4
"1318",170,"memory",1,5.22077922077922
"1319",170,"vision",0,3.21428571428571
"1320",170,"vision",1,4.09090909090909
"1321",171,"Calories",0,3.62962962962963
"1322",171,"Calories",1,4.67647058823529
"1323",171,"GDP",0,2.27027027027027
"1324",171,"GDP",1,3.95588235294118
"1325",171,"memory",0,1.45945945945946
"1326",171,"memory",1,2.952
"1327",171,"vision",0,4.55172413793103
"1328",171,"vision",1,4.71830985915493
"1329",172,"Calories",0,5.61764705882353
"1330",172,"Calories",1,6.12676056338028
"1331",172,"GDP",0,5.1875
"1332",172,"GDP",1,6.2258064516129
"1333",172,"memory",0,2.9622641509434
"1334",172,"memory",1,4.93197278911565
"1335",172,"vision",0,4.14285714285714
"1336",172,"vision",1,5.05298013245033
"1337",173,"Calories",0,4.63636363636364
"1338",173,"Calories",1,5.30434782608696
"1339",173,"GDP",0,2.84375
"1340",173,"GDP",1,5.015625
"1341",173,"memory",0,3.11764705882353
"1342",173,"memory",1,5.83132530120482
"1343",173,"vision",0,4.16666666666667
"1344",173,"vision",1,4.8125
"1345",174,"Calories",0,4.78571428571429
"1346",174,"Calories",1,5.15277777777778
"1347",174,"GDP",0,3.55555555555556
"1348",174,"GDP",1,4.63888888888889
"1349",174,"memory",0,3.75555555555556
"1350",174,"memory",1,4.96129032258064
"1351",174,"vision",0,3.41379310344828
"1352",174,"vision",1,4.85211267605634
"1353",175,"Calories",0,4.75862068965517
"1354",175,"Calories",1,4.79452054794521
"1355",175,"GDP",0,3.08
"1356",175,"GDP",1,4.78082191780822
"1357",175,"memory",0,1.66666666666667
"1358",175,"memory",1,4.91061452513966
"1359",175,"vision",0,3.06896551724138
"1360",175,"vision",1,3.41549295774648
"1361",176,"Calories",0,2.96774193548387
"1362",176,"Calories",1,3.47887323943662
"1363",176,"GDP",0,1.55172413793103
"1364",176,"GDP",1,3.55072463768116
"1365",176,"memory",0,1.27272727272727
"1366",176,"memory",1,4.47590361445783
"1367",176,"vision",0,2.09090909090909
"1368",176,"vision",1,2.88275862068966
"1369",177,"Calories",0,5.42307692307692
"1370",177,"Calories",1,6.12162162162162
"1371",177,"GDP",0,5.66666666666667
"1372",177,"GDP",1,6.0625
"1373",177,"memory",0,3
"1374",177,"memory",1,5.45222929936306
"1375",177,"vision",0,3.68421052631579
"1376",177,"vision",1,4.45454545454545
"1377",178,"Calories",0,5.96551724137931
"1378",178,"Calories",1,5.82191780821918
"1379",178,"GDP",0,4.25
"1380",178,"GDP",1,5.47142857142857
"1381",178,"memory",0,2.71186440677966
"1382",178,"memory",1,5.16312056737589
"1383",178,"vision",0,3.55172413793103
"1384",178,"vision",1,5.21830985915493
"1385",179,"Calories",0,6.5
"1386",179,"Calories",1,6.96875
"1387",179,"GDP",0,6.92307692307692
"1388",179,"GDP",1,6.92682926829268
"1389",179,"memory",0,5.84444444444444
"1390",179,"memory",1,6.4
"1391",179,"vision",0,5.7
"1392",179,"vision",1,6.31428571428571
"1393",180,"Calories",0,4.11111111111111
"1394",180,"Calories",1,5
"1395",180,"GDP",0,2.85185185185185
"1396",180,"GDP",1,4.26388888888889
"1397",180,"memory",0,2.80851063829787
"1398",180,"memory",1,5.38815789473684
"1399",180,"vision",0,3.66666666666667
"1400",180,"vision",1,4.9041095890411
"1401",181,"Calories",0,4.64516129032258
"1402",181,"Calories",1,5.52173913043478
"1403",181,"GDP",0,4.33333333333333
"1404",181,"GDP",1,5.37142857142857
"1405",181,"memory",0,4.18032786885246
"1406",181,"memory",1,5.45323741007194
"1407",181,"vision",0,4.3125
"1408",181,"vision",1,4.56578947368421
"1409",182,"Calories",0,6.26666666666667
"1410",182,"Calories",1,6.42028985507246
"1411",182,"GDP",0,4.85185185185185
"1412",182,"GDP",1,6.125
"1413",182,"memory",0,4.25423728813559
"1414",182,"memory",1,5.27007299270073
"1415",182,"vision",0,4.63461538461539
"1416",182,"vision",1,5.5
"1417",183,"Calories",0,4
"1418",183,"Calories",1,5.18918918918919
"1419",183,"GDP",0,4.19230769230769
"1420",183,"GDP",1,5.15492957746479
"1421",183,"memory",0,1.77777777777778
"1422",183,"memory",1,4.75609756097561
"1423",183,"vision",0,3.26785714285714
"1424",183,"vision",1,3.46808510638298
"1425",184,"Calories",0,5.44
"1426",184,"Calories",1,6.29577464788732
"1427",184,"GDP",0,3.46666666666667
"1428",184,"GDP",1,5.97297297297297
"1429",184,"memory",0,2.83720930232558
"1430",184,"memory",1,5.70063694267516
"1431",184,"vision",0,3.73333333333333
"1432",184,"vision",1,5.61151079136691
"1433",185,"Calories",0,5.85714285714286
"1434",185,"Calories",1,6.18421052631579
"1435",185,"GDP",0,2.82758620689655
"1436",185,"GDP",1,4.34328358208955
"1437",185,"memory",0,2.02272727272727
"1438",185,"memory",1,4.87820512820513
"1439",185,"vision",0,1.7962962962963
"1440",185,"vision",1,5.27397260273973
"1441",186,"Calories",0,4.17857142857143
"1442",186,"Calories",1,5.5
"1443",186,"GDP",0,2.46666666666667
"1444",186,"GDP",1,2.8125
"1445",186,"memory",0,1.82608695652174
"1446",186,"memory",1,5.09659090909091
"1447",186,"vision",0,2.98148148148148
"1448",186,"vision",1,3.29452054794521
"1449",187,"Calories",0,3.97142857142857
"1450",187,"Calories",1,4.76470588235294
"1451",187,"GDP",0,3.94285714285714
"1452",187,"GDP",1,5.33870967741935
"1453",187,"memory",0,3.421875
"1454",187,"memory",1,4.85185185185185
"1455",187,"vision",0,2.46428571428571
"1456",187,"vision",1,3.53900709219858
"1457",188,"Calories",0,5.09677419354839
"1458",188,"Calories",1,6.25
"1459",188,"GDP",0,4.56
"1460",188,"GDP",1,5.86111111111111
"1461",188,"memory",0,2.8375
"1462",188,"memory",1,4.5546218487395
"1463",188,"vision",0,3.69811320754717
"1464",188,"vision",1,5.19727891156463
"1465",189,"Calories",0,3.875
"1466",189,"Calories",1,4
"1467",189,"GDP",0,3.78787878787879
"1468",189,"GDP",1,5.01388888888889
"1469",189,"memory",0,1.59615384615385
"1470",189,"memory",1,3.78231292517007
"1471",189,"vision",0,2.75
"1472",189,"vision",1,3.71223021582734
"1473",190,"Calories",0,4.61538461538461
"1474",190,"Calories",1,5.66666666666667
"1475",190,"GDP",0,2.75757575757576
"1476",190,"GDP",1,4.1025641025641
"1477",190,"memory",0,2.08333333333333
"1478",190,"memory",1,3.84105960264901
"1479",190,"vision",0,2.77777777777778
"1480",190,"vision",1,3.93150684931507
"1481",191,"Calories",0,6.71875
"1482",191,"Calories",1,6.77142857142857
"1483",191,"GDP",0,6.22727272727273
"1484",191,"GDP",1,6.7887323943662
"1485",191,"memory",0,4.16129032258065
"1486",191,"memory",1,6.08928571428571
"1487",191,"vision",0,6.44642857142857
"1488",191,"vision",1,6.72916666666667
"1489",192,"Calories",0,5.06451612903226
"1490",192,"Calories",1,5.54545454545455
"1491",192,"GDP",0,1.88888888888889
"1492",192,"GDP",1,4.234375
"1493",192,"memory",0,2.68
"1494",192,"memory",1,4.93706293706294
"1495",192,"vision",0,2.7962962962963
"1496",192,"vision",1,4.21379310344828
"1497",193,"Calories",0,5.9375
"1498",193,"Calories",1,6.20253164556962
"1499",193,"GDP",0,3.8
"1500",193,"GDP",1,5.33333333333333
"1501",193,"memory",0,4.31746031746032
"1502",193,"memory",1,5.61764705882353
"1503",193,"vision",0,4.15384615384615
"1504",193,"vision",1,5.32432432432432
"1505",194,"Calories",0,4.73529411764706
"1506",194,"Calories",1,5.26086956521739
"1507",194,"GDP",0,3.84
"1508",194,"GDP",1,4.58823529411765
"1509",194,"memory",0,2.58536585365854
"1510",194,"memory",1,4.79487179487179
"1511",194,"vision",0,3.28
"1512",194,"vision",1,5.30872483221477
"1513",195,"Calories",0,3.76923076923077
"1514",195,"Calories",1,4.63888888888889
"1515",195,"GDP",0,3.03571428571429
"1516",195,"GDP",1,5.25714285714286
"1517",195,"memory",0,3.2987012987013
"1518",195,"memory",1,4.13114754098361
"1519",195,"vision",0,3.36363636363636
"1520",195,"vision",1,4.17931034482759
"1521",196,"Calories",0,5.5
"1522",196,"Calories",1,6.15873015873016
"1523",196,"GDP",0,4.51724137931035
"1524",196,"GDP",1,5.88311688311688
"1525",196,"memory",0,2.36923076923077
"1526",196,"memory",1,4.27407407407407
"1527",196,"vision",0,3.09090909090909
"1528",196,"vision",1,3.95138888888889
"1529",197,"Calories",0,5
"1530",197,"Calories",1,5.85526315789474
"1531",197,"GDP",0,4.125
"1532",197,"GDP",1,4.67213114754098
"1533",197,"memory",0,2.90566037735849
"1534",197,"memory",1,4.42465753424658
"1535",197,"vision",0,3.03571428571429
"1536",197,"vision",1,3.90277777777778
"1537",198,"Calories",0,4.41935483870968
"1538",198,"Calories",1,5.33783783783784
"1539",198,"GDP",0,3.08333333333333
"1540",198,"GDP",1,5.29577464788732
"1541",198,"memory",0,2.4
"1542",198,"memory",1,4.43636363636364
"1543",198,"vision",0,3.0188679245283
"1544",198,"vision",1,4.14285714285714
"1545",199,"Calories",0,6.11538461538461
"1546",199,"Calories",1,6.60294117647059
"1547",199,"GDP",0,5.53846153846154
"1548",199,"GDP",1,5.9625
"1549",199,"memory",0,4.57627118644068
"1550",199,"memory",1,5.49285714285714
"1551",199,"vision",0,5.13793103448276
"1552",199,"vision",1,5.78169014084507
"1553",200,"Calories",0,6.66666666666667
"1554",200,"Calories",1,6.56164383561644
"1555",200,"GDP",0,2.76470588235294
"1556",200,"GDP",1,5.09523809523809
"1557",200,"memory",0,2.62857142857143
"1558",200,"memory",1,4.89024390243902
"1559",200,"vision",0,3.28333333333333
"1560",200,"vision",1,4.05
"1561",201,"Calories",0,6.32142857142857
"1562",201,"Calories",1,6.29333333333333
"1563",201,"GDP",0,3.68965517241379
"1564",201,"GDP",1,5.26470588235294
"1565",201,"memory",0,2
"1566",201,"memory",1,4.81818181818182
"1567",201,"vision",0,3.16666666666667
"1568",201,"vision",1,4.46043165467626
"1569",202,"Calories",0,5.82758620689655
"1570",202,"Calories",1,6.03030303030303
"1571",202,"GDP",0,4.70588235294118
"1572",202,"GDP",1,5.32857142857143
"1573",202,"memory",0,3.59090909090909
"1574",202,"memory",1,5.21794871794872
"1575",202,"vision",0,5.15789473684211
"1576",202,"vision",1,5.55244755244755
"1577",203,"Calories",0,5.07407407407407
"1578",203,"Calories",1,5.71212121212121
"1579",203,"GDP",0,3.68965517241379
"1580",203,"GDP",1,4.73333333333333
"1581",203,"memory",0,2
"1582",203,"memory",1,5.63529411764706
"1583",203,"vision",0,2.83606557377049
"1584",203,"vision",1,3.15827338129496
"1585",204,"Calories",0,5.32258064516129
"1586",204,"Calories",1,5.93975903614458
"1587",204,"GDP",0,2.875
"1588",204,"GDP",1,4.53225806451613
"1589",204,"memory",0,4.14285714285714
"1590",204,"memory",1,5.61392405063291
"1591",204,"vision",0,3.96428571428571
"1592",204,"vision",1,4.30281690140845
"1593",205,"Calories",0,5.2
"1594",205,"Calories",1,6.06410256410256
"1595",205,"GDP",0,1.88888888888889
"1596",205,"GDP",1,3.95384615384615
"1597",205,"memory",0,3.05263157894737
"1598",205,"memory",1,6.05524861878453
"1599",205,"vision",0,2.63461538461538
"1600",205,"vision",1,3.85135135135135
"1601",206,"Calories",0,5.46875
"1602",206,"Calories",1,6.86486486486486
"1603",206,"GDP",0,3.71428571428571
"1604",206,"GDP",1,5.72727272727273
"1605",206,"memory",0,3.64516129032258
"1606",206,"memory",1,5.8698224852071
"1607",206,"vision",0,3.89655172413793
"1608",206,"vision",1,5.17730496453901
"1609",207,"Calories",0,6.17647058823529
"1610",207,"Calories",1,6.4
"1611",207,"GDP",0,5.62962962962963
"1612",207,"GDP",1,6.15068493150685
"1613",207,"memory",0,5.36363636363636
"1614",207,"memory",1,6.09774436090226
"1615",207,"vision",0,5.40740740740741
"1616",207,"vision",1,5.88888888888889
"1617",208,"Calories",0,3.125
"1618",208,"Calories",1,4.25974025974026
"1619",208,"GDP",0,1.07142857142857
"1620",208,"GDP",1,2.69354838709677
"1621",208,"memory",0,1.8125
"1622",208,"memory",1,4.31547619047619
"1623",208,"vision",0,3.13793103448276
"1624",208,"vision",1,4.29577464788732
"1625",209,"Calories",0,3.625
"1626",209,"Calories",1,5.17391304347826
"1627",209,"GDP",0,3.22222222222222
"1628",209,"GDP",1,5.32051282051282
"1629",209,"memory",0,2.7037037037037
"1630",209,"memory",1,4.54913294797688
"1631",209,"vision",0,1.86792452830189
"1632",209,"vision",1,2.74829931972789
"1633",210,"Calories",0,3.54545454545455
"1634",210,"Calories",1,3.57746478873239
"1635",210,"GDP",0,2.45833333333333
"1636",210,"GDP",1,4.84285714285714
"1637",210,"memory",0,1.31666666666667
"1638",210,"memory",1,3.4
"1639",210,"vision",0,2.63636363636364
"1640",210,"vision",1,3.36805555555556
"1641",211,"Calories",0,5.73333333333333
"1642",211,"Calories",1,6.6986301369863
"1643",211,"GDP",0,3.80769230769231
"1644",211,"GDP",1,4.47887323943662
"1645",211,"memory",0,4.45833333333333
"1646",211,"memory",1,6.39204545454545
"1647",211,"vision",0,4.375
"1648",211,"vision",1,5.77083333333333
"1649",212,"Calories",0,5.33333333333333
"1650",212,"Calories",1,6.23287671232877
"1651",212,"GDP",0,1
"1652",212,"GDP",1,1.19718309859155
"1653",212,"memory",0,2.25925925925926
"1654",212,"memory",1,4.6551724137931
"1655",212,"vision",0,3.23529411764706
"1656",212,"vision",1,3.98648648648649
"1657",213,"Calories",0,3.1
"1658",213,"Calories",1,3.21052631578947
"1659",213,"GDP",0,1.44
"1660",213,"GDP",1,2.47826086956522
"1661",213,"memory",0,4.36363636363636
"1662",213,"memory",1,6.47872340425532
"1663",213,"vision",0,3.35849056603774
"1664",213,"vision",1,3.97202797202797
"1665",214,"Calories",0,5.16666666666667
"1666",214,"Calories",1,5.671875
"1667",214,"GDP",0,4.89156626506024
"1668",214,"GDP",1,4.5
"1669",214,"memory",0,4.11111111111111
"1670",214,"memory",1,5.1021897810219
"1671",214,"vision",0,5.09090909090909
"1672",214,"vision",1,5.77241379310345
"1673",215,"Calories",0,3.62162162162162
"1674",215,"Calories",1,3.31944444444444
"1675",215,"GDP",0,3.82142857142857
"1676",215,"GDP",1,4.92063492063492
"1677",215,"memory",0,2.29166666666667
"1678",215,"memory",1,5.83522727272727
"1679",215,"vision",0,2.81034482758621
"1680",215,"vision",1,4.12676056338028
"1681",216,"Calories",0,4.29032258064516
"1682",216,"Calories",1,5.07352941176471
"1683",216,"GDP",0,2.125
"1684",216,"GDP",1,3.23880597014925
"1685",216,"memory",0,3.59016393442623
"1686",216,"memory",1,4.72463768115942
"1687",216,"vision",0,2.14814814814815
"1688",216,"vision",1,2.93150684931507
"1689",217,"Calories",0,4.92857142857143
"1690",217,"Calories",1,5.41269841269841
"1691",217,"GDP",0,4.61538461538461
"1692",217,"GDP",1,5.63414634146341
"1693",217,"memory",0,3.88421052631579
"1694",217,"memory",1,4.24761904761905
"1695",217,"vision",0,3.46296296296296
"1696",217,"vision",1,4.77397260273973
"1697",218,"Calories",0,5.19230769230769
"1698",218,"Calories",1,5.55072463768116
"1699",218,"GDP",0,4.2258064516129
"1700",218,"GDP",1,4.52702702702703
"1701",218,"memory",0,3.96774193548387
"1702",218,"memory",1,5.00724637681159
"1703",218,"vision",0,4.38983050847458
"1704",218,"vision",1,5.11428571428571
"1705",219,"Calories",0,5.26470588235294
"1706",219,"Calories",1,5.56410256410256
"1707",219,"GDP",0,3.79166666666667
"1708",219,"GDP",1,5.3968253968254
"1709",219,"memory",0,2.53846153846154
"1710",219,"memory",1,5.2816091954023
"1711",219,"vision",0,3.75384615384615
"1712",219,"vision",1,4.23880597014925
"1713",220,"Calories",0,4.77142857142857
"1714",220,"Calories",1,5.41666666666667
"1715",220,"GDP",0,5.33333333333333
"1716",220,"GDP",1,4.84722222222222
"1717",220,"memory",0,4.07142857142857
"1718",220,"memory",1,5.82911392405063
"1719",220,"vision",0,4.01724137931035
"1720",220,"vision",1,4.70921985815603
"1721",221,"Calories",0,3.81481481481481
"1722",221,"Calories",1,5.1044776119403
"1723",221,"GDP",0,2.20588235294118
"1724",221,"GDP",1,4.2112676056338
"1725",221,"memory",0,2.28205128205128
"1726",221,"memory",1,5.02484472049689
"1727",221,"vision",0,3
"1728",221,"vision",1,4.82068965517241
"1729",222,"Calories",0,5.41379310344828
"1730",222,"Calories",1,5.609375
"1731",222,"GDP",0,5.26666666666667
"1732",222,"GDP",1,5.75
"1733",222,"memory",0,4.10810810810811
"1734",222,"memory",1,5.63975155279503
"1735",222,"vision",0,3.2280701754386
"1736",222,"vision",1,4.06293706293706
"1737",223,"Calories",0,4.29032258064516
"1738",223,"Calories",1,4.77333333333333
"1739",223,"GDP",0,3.28571428571429
"1740",223,"GDP",1,3.8125
"1741",223,"memory",0,2.69387755102041
"1742",223,"memory",1,4.86754966887417
"1743",223,"vision",0,3.59259259259259
"1744",223,"vision",1,4.19178082191781
"1745",224,"Calories",0,4.60869565217391
"1746",224,"Calories",1,5.70666666666667
"1747",224,"GDP",0,2.85714285714286
"1748",224,"GDP",1,4.1969696969697
"1749",224,"memory",0,2.21875
"1750",224,"memory",1,5.17791411042945
"1751",224,"vision",0,3.4
"1752",224,"vision",1,4.76551724137931
"1753",225,"Calories",0,4.79411764705882
"1754",225,"Calories",1,5.52112676056338
"1755",225,"GDP",0,3.88
"1756",225,"GDP",1,5.60294117647059
"1757",225,"memory",0,3.42857142857143
"1758",225,"memory",1,6.16216216216216
"1759",225,"vision",0,3.68
"1760",225,"vision",1,5
"1761",226,"Calories",0,5.41379310344828
"1762",226,"Calories",1,5.73846153846154
"1763",226,"GDP",0,3.90625
"1764",226,"GDP",1,5.50684931506849
"1765",226,"memory",0,3.6
"1766",226,"memory",1,5.33333333333333
"1767",226,"vision",0,5.15254237288136
"1768",226,"vision",1,5.08571428571429
"1769",227,"Calories",0,3.90322580645161
"1770",227,"Calories",1,5.06666666666667
"1771",227,"GDP",0,3.78571428571429
"1772",227,"GDP",1,5.27692307692308
"1773",227,"memory",0,2.20833333333333
"1774",227,"memory",1,4.65131578947368
"1775",227,"vision",0,4.5
"1776",227,"vision",1,5.50704225352113
"1777",228,"Calories",0,4.75757575757576
"1778",228,"Calories",1,6.21052631578947
"1779",228,"GDP",0,2.96
"1780",228,"GDP",1,5.12121212121212
"1781",228,"memory",0,2.45238095238095
"1782",228,"memory",1,4.61935483870968
"1783",228,"vision",0,4.07272727272727
"1784",228,"vision",1,4.84137931034483
"1785",229,"Calories",0,3.59259259259259
"1786",229,"Calories",1,5.02666666666667
"1787",229,"GDP",0,3.41379310344828
"1788",229,"GDP",1,4.27536231884058
"1789",229,"memory",0,1.91304347826087
"1790",229,"memory",1,4.48701298701299
"1791",229,"vision",0,3.07547169811321
"1792",229,"vision",1,3.8551724137931
"1793",230,"Calories",0,3.7037037037037
"1794",230,"Calories",1,5.46774193548387
"1795",230,"GDP",0,2.53125
"1796",230,"GDP",1,3.53333333333333
"1797",230,"memory",0,2.16901408450704
"1798",230,"memory",1,3.73643410852713
"1799",230,"vision",0,2.63157894736842
"1800",230,"vision",1,3.39160839160839
"1801",231,"Calories",0,5.17241379310345
"1802",231,"Calories",1,5.72602739726027
"1803",231,"GDP",0,2.90625
"1804",231,"GDP",1,5.09090909090909
"1805",231,"memory",0,3.83333333333333
"1806",231,"memory",1,5.11585365853659
"1807",231,"vision",0,3.59649122807018
"1808",231,"vision",1,4.58041958041958
"1809",232,"Calories",0,4.73076923076923
"1810",232,"Calories",1,5.67164179104478
"1811",232,"GDP",0,2.89189189189189
"1812",232,"GDP",1,4.95652173913043
"1813",232,"memory",0,2.83333333333333
"1814",232,"memory",1,4.28082191780822
"1815",232,"vision",0,2
"1816",232,"vision",1,2.70422535211268
"1817",233,"Calories",0,4.32258064516129
"1818",233,"Calories",1,5.29166666666667
"1819",233,"GDP",0,2.62962962962963
"1820",233,"GDP",1,4.13114754098361
"1821",233,"memory",0,2.68571428571429
"1822",233,"memory",1,5.04848484848485
"1823",233,"vision",0,1.94444444444444
"1824",233,"vision",1,2.17241379310345
"1825",234,"Calories",0,4.76470588235294
"1826",234,"Calories",1,4.62121212121212
"1827",234,"GDP",0,4.24137931034483
"1828",234,"GDP",1,5.23943661971831
"1829",234,"memory",0,3.29268292682927
"1830",234,"memory",1,5.35220125786164
"1831",234,"vision",0,4.64285714285714
"1832",234,"vision",1,4.77622377622378
"1833",235,"Calories",0,3.58823529411765
"1834",235,"Calories",1,4.18987341772152
"1835",235,"GDP",0,4.56
"1836",235,"GDP",1,4.2741935483871
"1837",235,"memory",0,3.41052631578947
"1838",235,"memory",1,3.57142857142857
"1839",235,"vision",0,3.62962962962963
"1840",235,"vision",1,3.96551724137931
"1841",236,"Calories",0,5.10714285714286
"1842",236,"Calories",1,5.73239436619718
"1843",236,"GDP",0,1.82142857142857
"1844",236,"GDP",1,3.93150684931507
"1845",236,"memory",0,2.66071428571429
"1846",236,"memory",1,4.34965034965035
"1847",236,"vision",0,3.96296296296296
"1848",236,"vision",1,5.26027397260274
"1849",237,"Calories",0,5.63333333333333
"1850",237,"Calories",1,5.97435897435897
"1851",237,"GDP",0,3.53333333333333
"1852",237,"GDP",1,4.95161290322581
"1853",237,"memory",0,1.96052631578947
"1854",237,"memory",1,2.87096774193548
"1855",237,"vision",0,4
"1856",237,"vision",1,4.5958904109589
"1857",238,"Calories",0,5.36
"1858",238,"Calories",1,6.13095238095238
"1859",238,"GDP",0,1.03030303030303
"1860",238,"GDP",1,3.39655172413793
"1861",238,"memory",0,1.28846153846154
"1862",238,"memory",1,4.76351351351351
"1863",238,"vision",0,4.6734693877551
"1864",238,"vision",1,5.57615894039735
"1865",239,"Calories",0,5.89655172413793
"1866",239,"Calories",1,5.87323943661972
"1867",239,"GDP",0,3.4
"1868",239,"GDP",1,4.76811594202899
"1869",239,"memory",0,3.19354838709677
"1870",239,"memory",1,4.70802919708029
"1871",239,"vision",0,4.67307692307692
"1872",239,"vision",1,5.18248175182482
"1873",240,"Calories",0,4.4
"1874",240,"Calories",1,5.66666666666667
"1875",240,"GDP",0,3.55555555555556
"1876",240,"GDP",1,4.45070422535211
"1877",240,"memory",0,4.16981132075472
"1878",240,"memory",1,4.81506849315068
"1879",240,"vision",0,3.57142857142857
"1880",240,"vision",1,4.34306569343066
"1881",241,"Calories",0,6
"1882",241,"Calories",1,6.42253521126761
"1883",241,"GDP",0,4
"1884",241,"GDP",1,5.37333333333333
"1885",241,"memory",0,1.93333333333333
"1886",241,"memory",1,5.45161290322581
"1887",241,"vision",0,1.75510204081633
"1888",241,"vision",1,2.64238410596026
"1889",242,"Calories",0,5.25
"1890",242,"Calories",1,5.40845070422535
"1891",242,"GDP",0,4.92857142857143
"1892",242,"GDP",1,5.05479452054795
"1893",242,"memory",0,4.06666666666667
"1894",242,"memory",1,5.68235294117647
"1895",242,"vision",0,5.15873015873016
"1896",242,"vision",1,5.62043795620438
"1897",243,"Calories",0,4.03846153846154
"1898",243,"Calories",1,5.08695652173913
"1899",243,"GDP",0,3.37037037037037
"1900",243,"GDP",1,4.15277777777778
"1901",243,"memory",0,3.22388059701493
"1902",243,"memory",1,4.39097744360902
"1903",243,"vision",0,3.76923076923077
"1904",243,"vision",1,4.82432432432432
"1905",244,"Calories",0,6.35714285714286
"1906",244,"Calories",1,6.58108108108108
"1907",244,"GDP",0,3.48387096774194
"1908",244,"GDP",1,4.5
"1909",244,"memory",0,3.25641025641026
"1910",244,"memory",1,4.3416149068323
"1911",244,"vision",0,3.31578947368421
"1912",244,"vision",1,3.97183098591549
"1913",245,"Calories",0,5.75
"1914",245,"Calories",1,5.2027027027027
"1915",245,"GDP",0,4.8
"1916",245,"GDP",1,5.88709677419355
"1917",245,"memory",0,2.51351351351351
"1918",245,"memory",1,3.84920634920635
"1919",245,"vision",0,3.44827586206897
"1920",245,"vision",1,4.30985915492958
"1921",246,"Calories",0,4.8974358974359
"1922",246,"Calories",1,4.05970149253731
"1923",246,"GDP",0,2.73913043478261
"1924",246,"GDP",1,4.9
"1925",246,"memory",0,2.95833333333333
"1926",246,"memory",1,5.88571428571429
"1927",246,"vision",0,2.86885245901639
"1928",246,"vision",1,3.77697841726619
"1929",247,"Calories",0,5.07142857142857
"1930",247,"Calories",1,5.74666666666667
"1931",247,"GDP",0,3.41379310344828
"1932",247,"GDP",1,4.64615384615385
"1933",247,"memory",0,2.73809523809524
"1934",247,"memory",1,4.69426751592357
"1935",247,"vision",0,3.58064516129032
"1936",247,"vision",1,3.96296296296296
"1937",248,"Calories",0,4.48148148148148
"1938",248,"Calories",1,6.15068493150685
"1939",248,"GDP",0,2.79310344827586
"1940",248,"GDP",1,4.98591549295775
"1941",248,"memory",0,3
"1942",248,"memory",1,5.00632911392405
